@relation test_mediummaps.arff

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosthx numeric
@attribute Gosthy numeric
@attribute DirToGhost1{North,South,East,West,Stop}
@attribute DirToGhost2{North,South,East,West,Stop}
@attribute DirToGhost3{North,South,East,West,Stop}
@attribute DirToGhost4{North,South,East,West,Stop}
@attribute Move{North,South,East,West,Stop}
@data
11,3,0,1,0,1,8,5,West,West,West,West,West
10,3,0,0,1,1,9,5,North,North,North,North,North
9,3,1,0,1,1,9,6,North,North,North,North,North
9,4,1,1,0,0,10,6,East,East,West,East,East
9,5,1,1,1,1,10,6,North,North,North,North,North
10,5,1,0,1,1,9,7,Stop,North,North,North,North
10,6,1,1,0,1,9,6,Stop,West,West,West,West
10,7,0,1,1,1,10,6,Stop,South,South,South,South
9,7,0,1,1,1,10,7,Stop,East,East,East,East
9,6,1,1,1,0,10,7,Stop,North,North,North,North
10,6,1,1,0,1,8,5,Stop,Stop,West,West,West
10,7,0,1,1,1,9,5,Stop,Stop,South,South,South
9,7,0,1,1,1,18,4,Stop,Stop,Stop,South,South
9,6,1,1,1,0,18,5,Stop,Stop,Stop,East,East
9,5,1,1,1,1,18,4,Stop,Stop,Stop,East,East
10,5,1,0,1,1,18,5,Stop,Stop,Stop,West,West
11,5,0,0,0,1,18,4,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,4,Stop,Stop,Stop,North,North
10,6,1,1,0,1,18,5,Stop,Stop,Stop,East,East
10,7,0,1,1,1,18,5,Stop,Stop,Stop,East,East
11,7,0,0,1,1,17,5,Stop,Stop,Stop,East,East
12,7,0,0,1,1,16,5,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,5,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,5,Stop,Stop,Stop,East,East
13,5,1,1,1,0,15,6,Stop,Stop,Stop,East,East
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,10,6,North,North,North,North,North
11,1,1,0,1,1,8,5,North,North,North,North,North
11,2,1,1,0,0,9,5,West,West,West,West,West
11,3,0,1,0,1,9,4,West,West,West,West,West
10,3,0,0,1,1,10,5,Stop,North,North,North,North
9,3,1,0,1,1,11,5,Stop,North,North,North,North
9,4,1,1,0,0,11,5,Stop,East,East,East,East
9,5,1,1,1,1,11,5,Stop,East,Stop,East,East
10,5,1,0,1,1,15,7,Stop,Stop,Stop,West,West
11,5,0,0,0,1,15,6,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,5,Stop,Stop,Stop,North,North
10,6,1,1,0,1,14,5,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,5,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,5,Stop,Stop,Stop,East,East
12,7,0,0,1,1,14,5,Stop,Stop,Stop,South,South
13,7,0,1,0,1,13,5,Stop,Stop,Stop,South,South
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,10,5,North,North,North,North,North
11,1,1,0,1,1,9,4,North,North,North,North,North
11,2,1,1,0,0,9,3,West,West,West,West,West
11,3,0,1,0,1,9,4,West,Stop,West,West,West
10,3,0,0,1,1,8,5,Stop,Stop,North,North,North
9,3,1,0,1,1,7,5,Stop,Stop,North,North,North
9,4,1,1,0,0,6,5,Stop,Stop,West,East,West
9,5,1,1,1,1,7,5,Stop,Stop,West,West,West
8,5,0,0,1,1,18,7,Stop,Stop,Stop,West,West
7,5,0,0,1,1,18,7,Stop,Stop,Stop,North,North
6,5,1,1,1,1,18,7,Stop,Stop,Stop,North,North
6,6,1,1,0,0,18,6,Stop,Stop,Stop,East,East
6,7,0,1,1,0,18,6,Stop,Stop,Stop,East,East
7,7,0,0,1,1,18,7,Stop,Stop,Stop,East,East
8,7,0,0,1,1,17,7,Stop,Stop,Stop,East,East
9,7,0,1,1,1,18,7,Stop,Stop,Stop,East,East
10,7,0,1,1,1,17,7,Stop,Stop,Stop,East,East
11,7,0,0,1,1,18,7,Stop,Stop,Stop,East,East
12,7,0,0,1,1,18,6,Stop,Stop,Stop,South,South
13,7,0,1,0,1,18,7,Stop,Stop,Stop,South,South
13,6,1,1,0,0,18,6,Stop,Stop,Stop,East,East
13,5,1,1,1,0,18,6,Stop,Stop,Stop,East,East
14,5,0,0,1,1,18,7,Stop,Stop,Stop,North,North
15,5,1,0,1,1,18,6,Stop,Stop,Stop,North,North
15,6,1,1,0,0,18,5,Stop,Stop,Stop,East,East
15,7,0,1,1,0,18,6,Stop,Stop,Stop,East,East
16,7,0,0,1,1,18,5,Stop,Stop,Stop,East,East
17,7,0,0,1,1,17,5,Stop,Stop,Stop,South,South
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,11,5,North,North,North,North,North
11,1,1,0,1,1,9,3,North,North,North,North,North
11,2,1,1,0,0,9,3,West,West,West,West,West
11,3,0,1,0,1,8,3,West,West,West,West,West
10,3,0,0,1,1,8,2,West,West,West,West,West
9,3,1,0,1,1,8,1,South,South,South,South,South
8,3,0,1,1,0,8,1,South,South,South,South,South
8,2,1,1,0,0,11,5,Stop,East,East,East,East
8,1,1,0,1,1,10,5,Stop,East,East,East,East
9,1,0,0,1,1,11,5,Stop,East,East,East,East
10,1,0,0,1,1,11,5,Stop,North,North,North,North
11,1,1,0,1,1,11,5,Stop,North,North,North,North
11,2,1,1,0,0,10,5,Stop,West,West,West,West
11,3,0,1,0,1,10,6,Stop,West,West,West,West
10,3,0,0,1,1,10,6,Stop,North,North,North,North
9,3,1,0,1,1,9,6,Stop,North,North,North,North
9,4,1,1,0,0,9,6,Stop,North,North,East,North
9,5,1,1,1,1,15,5,Stop,Stop,Stop,East,East
9,6,1,1,1,0,15,6,Stop,Stop,Stop,North,North
10,6,1,1,0,1,15,5,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,6,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,6,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,6,Stop,Stop,Stop,South,South
13,7,0,1,0,1,15,6,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,5,Stop,Stop,Stop,East,East
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,10,5,North,North,North,North,North
11,1,1,0,1,1,9,5,North,North,North,North,North
11,2,1,1,0,0,9,4,West,West,West,West,West
11,3,0,1,0,1,9,3,West,West,West,West,West
10,3,0,0,1,1,6,5,North,North,Stop,North,North
9,3,1,0,1,1,8,7,North,North,Stop,North,North
9,4,1,1,0,0,8,7,West,West,Stop,East,West
9,5,1,1,1,1,6,5,West,West,Stop,West,West
8,5,0,0,1,1,6,6,West,West,Stop,West,West
7,5,0,0,1,1,9,7,Stop,North,Stop,South,North
6,5,1,1,1,1,8,7,Stop,North,Stop,North,North
6,6,1,1,0,0,8,7,Stop,East,Stop,East,East
6,7,0,1,1,0,8,7,Stop,East,Stop,East,East
7,7,0,0,1,1,18,4,Stop,Stop,Stop,East,East
8,7,0,0,1,1,18,5,Stop,Stop,Stop,South,South
9,7,0,1,1,1,18,5,Stop,Stop,Stop,South,South
9,6,1,1,1,0,18,6,Stop,Stop,Stop,East,East
9,5,1,1,1,1,18,6,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,7,Stop,Stop,Stop,North,North
10,6,1,1,0,1,18,7,Stop,Stop,Stop,East,East
10,7,0,1,1,1,17,7,Stop,Stop,Stop,East,East
11,7,0,0,1,1,16,7,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,7,Stop,Stop,Stop,South,South
13,7,0,1,0,1,15,6,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,6,Stop,Stop,Stop,East,East
13,5,1,1,1,0,15,5,Stop,Stop,Stop,East,East
14,5,0,0,1,1,16,5,Stop,Stop,Stop,East,East
15,5,1,0,1,1,16,4,Stop,Stop,Stop,South,South
16,5,0,1,1,1,16,3,Stop,Stop,Stop,South,South
16,4,1,1,0,0,15,3,Stop,Stop,Stop,West,West
9,1,0,0,1,1,9,5,East,East,East,East,East
10,1,0,0,1,1,11,5,North,North,North,North,North
11,1,1,0,1,1,10,5,North,North,North,North,North
11,2,1,1,0,0,10,5,West,West,West,West,West
11,3,0,1,0,1,9,5,West,West,West,West,West
10,3,0,0,1,1,9,4,North,North,North,North,North
9,3,1,0,1,1,11,5,Stop,North,North,North,North
9,4,1,1,0,0,11,5,Stop,East,West,East,East
9,5,1,1,1,1,11,5,Stop,East,East,East,East
10,5,1,0,1,1,16,5,Stop,Stop,West,West,West
11,5,0,0,0,1,8,7,Stop,Stop,North,North,North
10,5,1,0,1,1,7,7,Stop,Stop,North,North,North
10,6,1,1,0,1,6,7,Stop,Stop,West,West,West
10,7,0,1,1,1,6,7,Stop,Stop,West,West,West
9,7,0,1,1,1,7,7,Stop,Stop,West,West,West
8,7,0,0,1,1,15,5,Stop,Stop,Stop,West,West
7,7,0,0,1,1,15,5,Stop,Stop,Stop,South,South
6,7,0,1,1,0,15,6,Stop,Stop,Stop,South,South
6,6,1,1,0,0,15,7,Stop,Stop,Stop,East,East
6,5,1,1,1,1,15,6,Stop,Stop,Stop,East,East
7,5,0,0,1,1,15,7,Stop,Stop,Stop,East,East
8,5,0,0,1,1,15,7,Stop,Stop,Stop,East,East
9,5,1,1,1,1,15,7,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,6,Stop,Stop,Stop,North,North
10,6,1,1,0,1,15,6,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,6,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,6,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,7,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,7,Stop,Stop,Stop,South,South
13,6,1,1,0,0,16,7,Stop,Stop,Stop,East,East
13,5,1,1,1,0,16,7,Stop,Stop,Stop,East,East
14,5,0,0,1,1,15,7,Stop,Stop,Stop,North,North
15,5,1,0,1,1,15,7,Stop,Stop,Stop,North,North
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,9,4,North,North,North,North,North
11,1,1,0,1,1,10,5,North,North,North,North,North
11,2,1,1,0,0,10,6,West,West,West,West,West
11,3,0,1,0,1,10,6,West,West,West,West,West
10,3,0,0,1,1,9,5,North,North,North,North,North
9,3,1,0,1,1,9,5,North,North,North,North,North
9,4,1,1,0,0,9,6,Stop,Stop,North,East,North
9,5,1,1,1,1,17,5,Stop,Stop,Stop,East,East
9,6,1,1,1,0,18,5,Stop,Stop,Stop,South,South
10,6,1,1,0,1,18,4,Stop,Stop,Stop,East,East
10,5,1,0,1,1,18,3,Stop,Stop,Stop,West,West
11,5,0,0,0,1,18,3,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,2,Stop,Stop,Stop,North,North
10,6,1,1,0,1,18,1,Stop,Stop,Stop,East,East
10,7,0,1,1,1,18,1,Stop,Stop,Stop,East,East
11,7,0,0,1,1,17,1,Stop,Stop,Stop,East,East
12,7,0,0,1,1,17,1,Stop,Stop,Stop,South,South
13,7,0,1,0,1,17,1,Stop,Stop,Stop,South,South
13,6,1,1,0,0,17,1,Stop,Stop,Stop,South,South
13,5,1,1,1,0,17,1,Stop,Stop,Stop,South,South
13,4,1,1,0,0,17,1,Stop,Stop,Stop,South,South
13,3,1,1,0,0,17,1,Stop,Stop,Stop,South,South
13,2,1,1,0,0,17,1,Stop,Stop,Stop,West,West
13,1,1,0,0,1,16,1,Stop,Stop,Stop,West,West
12,1,0,0,1,1,16,1,Stop,Stop,Stop,North,North
11,1,1,0,1,1,16,1,Stop,Stop,Stop,North,North
11,2,1,1,0,0,16,1,Stop,Stop,Stop,West,West
11,3,0,1,0,1,16,1,Stop,Stop,Stop,West,West
10,3,0,0,1,1,16,1,Stop,Stop,Stop,North,North
9,3,1,0,1,1,15,1,Stop,Stop,Stop,North,North
9,4,1,1,0,0,15,1,Stop,Stop,Stop,East,East
9,5,1,1,1,1,15,1,Stop,Stop,Stop,East,East
10,5,1,0,1,1,15,1,Stop,Stop,Stop,West,West
11,5,0,0,0,1,16,1,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,1,Stop,Stop,Stop,North,North
10,6,1,1,0,1,15,1,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,2,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,3,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,2,Stop,Stop,Stop,South,South
13,7,0,1,0,1,15,2,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,2,Stop,Stop,Stop,South,South
13,5,1,1,1,0,15,3,Stop,Stop,Stop,South,South
13,4,1,1,0,0,16,3,Stop,Stop,Stop,South,South
13,3,1,1,0,0,16,3,Stop,Stop,Stop,South,South
13,2,1,1,0,0,15,3,Stop,Stop,Stop,West,West
13,1,1,0,0,1,15,2,Stop,Stop,Stop,West,West
12,1,0,0,1,1,15,3,Stop,Stop,Stop,North,North
11,1,1,0,1,1,16,3,Stop,Stop,Stop,North,North
11,2,1,1,0,0,16,4,Stop,Stop,Stop,West,West
11,3,0,1,0,1,16,5,Stop,Stop,Stop,West,West
10,3,0,0,1,1,15,5,Stop,Stop,Stop,North,North
9,3,1,0,1,1,15,5,Stop,Stop,Stop,North,North
9,4,1,1,0,0,15,5,Stop,Stop,Stop,East,East
9,5,1,1,1,1,15,5,Stop,Stop,Stop,East,East
10,5,1,0,1,1,15,5,Stop,Stop,Stop,West,West
11,5,0,0,0,1,15,6,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,5,Stop,Stop,Stop,North,North
10,6,1,1,0,1,15,6,Stop,Stop,Stop,East,East
10,7,0,1,1,1,15,7,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,7,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,7,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,7,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,7,Stop,Stop,Stop,East,East
13,5,1,1,1,0,15,6,Stop,Stop,Stop,East,East
14,5,0,0,1,1,15,7,Stop,Stop,Stop,North,North
15,5,1,0,1,1,16,7,Stop,Stop,Stop,North,North
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,11,5,North,North,North,North,North
11,1,1,0,1,1,10,5,North,North,North,North,North
11,2,1,1,0,0,10,5,West,West,West,West,West
11,3,0,1,0,1,10,5,West,West,West,West,West
10,3,0,0,1,1,8,5,North,North,North,North,North
9,3,1,0,1,1,10,5,North,North,North,North,North
9,4,1,1,0,0,10,5,West,North,East,East,East
9,5,1,1,1,1,7,5,North,North,Stop,North,North
10,5,1,0,1,1,9,7,North,North,Stop,North,North
10,6,1,1,0,1,9,7,West,West,Stop,West,West
10,7,0,1,1,1,8,5,South,Stop,Stop,South,South
9,7,0,1,1,1,7,5,South,Stop,Stop,South,South
9,6,1,1,1,0,8,5,West,Stop,Stop,East,West
9,5,1,1,1,1,18,5,Stop,Stop,Stop,West,West
8,5,0,0,1,1,18,4,Stop,Stop,Stop,West,West
7,5,0,0,1,1,18,5,Stop,Stop,Stop,West,West
6,5,1,1,1,1,18,4,Stop,Stop,Stop,West,West
5,5,0,0,1,1,18,3,Stop,Stop,Stop,North,North
4,5,1,0,1,1,18,2,Stop,Stop,Stop,North,North
4,6,1,1,0,0,18,1,Stop,Stop,Stop,West,West
4,7,0,1,0,1,18,1,Stop,Stop,Stop,West,West
3,7,0,0,1,1,17,1,Stop,Stop,Stop,West,West
2,7,0,0,1,1,16,1,Stop,Stop,Stop,South,South
1,7,0,1,1,0,17,1,Stop,Stop,Stop,South,South
1,6,1,1,0,0,17,1,Stop,Stop,Stop,South,South
1,5,1,1,1,0,18,1,Stop,Stop,Stop,South,South
1,4,1,1,0,0,17,1,Stop,Stop,Stop,South,South
1,3,1,1,0,0,16,1,Stop,Stop,Stop,South,South
1,2,1,1,0,0,16,1,Stop,Stop,Stop,North,North
1,1,1,0,0,0,17,1,Stop,Stop,Stop,North,North
1,2,1,1,0,0,18,1,Stop,Stop,Stop,North,North
1,3,1,1,0,0,18,1,Stop,Stop,Stop,North,North
1,4,1,1,0,0,18,2,Stop,Stop,Stop,East,East
1,5,1,1,1,0,18,3,Stop,Stop,Stop,East,East
2,5,0,0,1,1,18,4,Stop,Stop,Stop,South,South
3,5,0,1,1,1,18,5,Stop,Stop,Stop,South,South
3,4,1,1,0,0,18,4,Stop,Stop,Stop,East,East
3,3,1,1,1,0,18,3,Stop,Stop,Stop,East,East
4,3,0,0,1,1,18,4,Stop,Stop,Stop,East,East
5,3,0,0,1,1,18,4,Stop,Stop,Stop,North,North
6,3,1,1,0,1,18,3,Stop,Stop,Stop,North,North
6,4,1,1,0,0,18,4,Stop,Stop,Stop,East,East
6,5,1,1,1,1,18,5,Stop,Stop,Stop,East,East
7,5,0,0,1,1,17,5,Stop,Stop,Stop,East,East
8,5,0,0,1,1,16,5,Stop,Stop,Stop,East,East
9,5,1,1,1,1,16,4,Stop,Stop,Stop,East,East
10,5,1,0,1,1,16,3,Stop,Stop,Stop,West,West
11,5,0,0,0,1,16,3,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,3,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,3,Stop,Stop,Stop,East,East
10,7,0,1,1,1,16,4,Stop,Stop,Stop,East,East
11,7,0,0,1,1,16,3,Stop,Stop,Stop,East,East
12,7,0,0,1,1,16,4,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,5,Stop,Stop,Stop,South,South
13,6,1,1,0,0,16,4,Stop,Stop,Stop,South,South
13,5,1,1,1,0,16,4,Stop,Stop,Stop,South,South
13,4,1,1,0,0,16,5,Stop,Stop,Stop,South,South
13,3,1,1,0,0,16,4,Stop,Stop,Stop,South,South
13,2,1,1,0,0,16,5,Stop,Stop,Stop,West,West
13,1,1,0,0,1,16,4,Stop,Stop,Stop,West,West
12,1,0,0,1,1,16,4,Stop,Stop,Stop,North,North
11,1,1,0,1,1,16,3,Stop,Stop,Stop,North,North
11,2,1,1,0,0,15,3,Stop,Stop,Stop,West,West
11,3,0,1,0,1,15,2,Stop,Stop,Stop,West,West
10,3,0,0,1,1,15,3,Stop,Stop,Stop,North,North
9,3,1,0,1,1,16,3,Stop,Stop,Stop,North,North
9,4,1,1,0,0,16,4,Stop,Stop,Stop,East,East
9,5,1,1,1,1,16,4,Stop,Stop,Stop,East,East
10,5,1,0,1,1,16,4,Stop,Stop,Stop,West,West
11,5,0,0,0,1,16,4,Stop,Stop,Stop,North,North
10,5,1,0,1,1,16,3,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,3,Stop,Stop,Stop,East,East
10,7,0,1,1,1,16,4,Stop,Stop,Stop,East,East
11,7,0,0,1,1,16,4,Stop,Stop,Stop,East,East
12,7,0,0,1,1,16,5,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,4,Stop,Stop,Stop,South,South
13,6,1,1,0,0,16,4,Stop,Stop,Stop,South,South
13,5,1,1,1,0,16,5,Stop,Stop,Stop,South,South
13,4,1,1,0,0,15,5,Stop,Stop,Stop,South,South
13,3,1,1,0,0,15,5,Stop,Stop,Stop,South,South
13,2,1,1,0,0,14,5,Stop,Stop,Stop,West,West
13,1,1,0,0,1,14,5,Stop,Stop,Stop,West,West
12,1,0,0,1,1,15,5,Stop,Stop,Stop,North,North
11,1,1,0,1,1,15,6,Stop,Stop,Stop,North,North
11,2,1,1,0,0,15,7,Stop,Stop,Stop,West,West
11,3,0,1,0,1,16,7,Stop,Stop,Stop,West,West
10,3,0,0,1,1,16,7,Stop,Stop,Stop,North,North
9,3,1,0,1,1,17,7,Stop,Stop,Stop,North,North
9,4,1,1,0,0,16,7,Stop,Stop,Stop,East,East
9,5,1,1,1,1,17,7,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,7,Stop,Stop,Stop,North,North
10,6,1,1,0,1,17,7,Stop,Stop,Stop,East,East
10,7,0,1,1,1,16,7,Stop,Stop,Stop,East,East
11,7,0,0,1,1,15,7,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,7,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,7,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,7,Stop,Stop,Stop,East,East
13,5,1,1,1,0,15,6,Stop,Stop,Stop,East,East
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,10,5,North,North,North,North,North
11,1,1,0,1,1,10,5,North,North,North,North,North
11,2,1,1,0,0,10,5,West,West,West,West,West
11,3,0,1,0,1,9,5,West,West,West,West,West
10,3,0,0,1,1,9,5,North,North,North,North,North
9,3,1,0,1,1,9,5,North,North,North,North,North
9,4,1,1,0,0,9,6,North,Stop,Stop,East,North
9,5,1,1,1,1,16,5,Stop,Stop,Stop,East,East
9,6,1,1,1,0,17,5,Stop,Stop,Stop,South,South
10,6,1,1,0,1,16,5,Stop,Stop,Stop,East,East
10,5,1,0,1,1,16,4,Stop,Stop,Stop,West,West
11,5,0,0,0,1,16,4,Stop,Stop,Stop,North,North
10,5,1,0,1,1,16,4,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,3,Stop,Stop,Stop,East,East
10,7,0,1,1,1,16,4,Stop,Stop,Stop,East,East
11,7,0,0,1,1,16,3,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,3,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,3,Stop,Stop,Stop,South,South
13,6,1,1,0,0,15,3,Stop,Stop,Stop,South,South
13,5,1,1,1,0,15,3,Stop,Stop,Stop,South,South
13,4,1,1,0,0,15,3,Stop,Stop,Stop,South,South
13,3,1,1,0,0,15,2,Stop,Stop,Stop,South,South
13,2,1,1,0,0,15,2,Stop,Stop,Stop,West,West
13,1,1,0,0,1,15,3,Stop,Stop,Stop,West,West
12,1,0,0,1,1,16,3,Stop,Stop,Stop,North,North
11,1,1,0,1,1,16,4,Stop,Stop,Stop,North,North
11,2,1,1,0,0,16,4,Stop,Stop,Stop,West,West
11,3,0,1,0,1,16,4,Stop,Stop,Stop,West,West
10,3,0,0,1,1,16,3,Stop,Stop,Stop,North,North
9,3,1,0,1,1,16,4,Stop,Stop,Stop,North,North
9,4,1,1,0,0,16,3,Stop,Stop,Stop,East,East
9,5,1,1,1,1,16,4,Stop,Stop,Stop,East,East
10,5,1,0,1,1,16,3,Stop,Stop,Stop,West,West
11,5,0,0,0,1,16,3,Stop,Stop,Stop,North,North
10,5,1,0,1,1,15,3,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,3,Stop,Stop,Stop,East,East
10,7,0,1,1,1,16,3,Stop,Stop,Stop,East,East
11,7,0,0,1,1,16,3,Stop,Stop,Stop,East,East
12,7,0,0,1,1,15,3,Stop,Stop,Stop,South,South
13,7,0,1,0,1,16,3,Stop,Stop,Stop,South,South
13,6,1,1,0,0,16,3,Stop,Stop,Stop,South,South
13,5,1,1,1,0,15,3,Stop,Stop,Stop,South,South
13,4,1,1,0,0,15,3,Stop,Stop,Stop,South,South
13,3,1,1,0,0,15,3,Stop,Stop,Stop,South,South
13,2,1,1,0,0,15,2,Stop,Stop,Stop,West,West
13,1,1,0,0,1,15,2,Stop,Stop,Stop,West,West
12,1,0,0,1,1,15,3,Stop,Stop,Stop,North,North
11,1,1,0,1,1,15,3,Stop,Stop,Stop,North,North
11,2,1,1,0,0,15,3,Stop,Stop,Stop,West,West
11,3,0,1,0,1,15,3,Stop,Stop,Stop,West,West
10,3,0,0,1,1,15,3,Stop,Stop,Stop,North,North
9,3,1,0,1,1,15,2,Stop,Stop,Stop,North,North
9,4,1,1,0,0,15,1,Stop,Stop,Stop,East,East
9,5,1,1,1,1,15,1,Stop,Stop,Stop,East,East
10,5,1,0,1,1,16,1,Stop,Stop,Stop,West,West
11,5,0,0,0,1,17,1,Stop,Stop,Stop,North,North
10,5,1,0,1,1,16,1,Stop,Stop,Stop,North,North
10,6,1,1,0,1,16,1,Stop,Stop,Stop,East,East
10,7,0,1,1,1,16,1,Stop,Stop,Stop,East,East
11,7,0,0,1,1,17,1,Stop,Stop,Stop,East,East
12,7,0,0,1,1,18,1,Stop,Stop,Stop,South,South
13,7,0,1,0,1,17,1,Stop,Stop,Stop,South,South
13,6,1,1,0,0,18,1,Stop,Stop,Stop,South,South
13,5,1,1,1,0,18,1,Stop,Stop,Stop,South,South
13,4,1,1,0,0,17,1,Stop,Stop,Stop,South,South
13,3,1,1,0,0,18,1,Stop,Stop,Stop,South,South
13,2,1,1,0,0,17,1,Stop,Stop,Stop,West,West
13,1,1,0,0,1,18,1,Stop,Stop,Stop,West,West
12,1,0,0,1,1,17,1,Stop,Stop,Stop,North,North
11,1,1,0,1,1,16,1,Stop,Stop,Stop,North,North
11,2,1,1,0,0,15,1,Stop,Stop,Stop,West,West
11,3,0,1,0,1,16,1,Stop,Stop,Stop,West,West
10,3,0,0,1,1,17,1,Stop,Stop,Stop,North,North
9,3,1,0,1,1,18,1,Stop,Stop,Stop,North,North
9,4,1,1,0,0,18,2,Stop,Stop,Stop,East,East
9,5,1,1,1,1,18,1,Stop,Stop,Stop,East,East
10,5,1,0,1,1,17,1,Stop,Stop,Stop,West,West
11,5,0,0,0,1,16,1,Stop,Stop,Stop,North,North
10,5,1,0,1,1,16,1,Stop,Stop,Stop,North,North
10,6,1,1,0,1,17,1,Stop,Stop,Stop,East,East
10,7,0,1,1,1,17,1,Stop,Stop,Stop,East,East
11,7,0,0,1,1,17,1,Stop,Stop,Stop,East,East
12,7,0,0,1,1,16,1,Stop,Stop,Stop,South,South
13,7,0,1,0,1,17,1,Stop,Stop,Stop,South,South
13,6,1,1,0,0,18,1,Stop,Stop,Stop,South,South
13,5,1,1,1,0,18,2,Stop,Stop,Stop,South,South
13,4,1,1,0,0,18,3,Stop,Stop,Stop,South,South
13,3,1,1,0,0,18,4,Stop,Stop,Stop,South,South
13,2,1,1,0,0,18,4,Stop,Stop,Stop,West,West
13,1,1,0,0,1,18,3,Stop,Stop,Stop,West,West
12,1,0,0,1,1,18,3,Stop,Stop,Stop,North,North
11,1,1,0,1,1,18,3,Stop,Stop,Stop,North,North
11,2,1,1,0,0,18,3,Stop,Stop,Stop,West,West
11,3,0,1,0,1,18,4,Stop,Stop,Stop,West,West
10,3,0,0,1,1,18,5,Stop,Stop,Stop,North,North
9,3,1,0,1,1,18,5,Stop,Stop,Stop,North,North
9,4,1,1,0,0,17,5,Stop,Stop,Stop,East,East
9,5,1,1,1,1,17,5,Stop,Stop,Stop,East,East
10,5,1,0,1,1,18,5,Stop,Stop,Stop,West,West
11,5,0,0,0,1,18,5,Stop,Stop,Stop,North,North
10,5,1,0,1,1,18,5,Stop,Stop,Stop,North,North
10,6,1,1,0,1,17,5,Stop,Stop,Stop,East,East
10,7,0,1,1,1,18,5,Stop,Stop,Stop,East,East
11,7,0,0,1,1,18,5,Stop,Stop,Stop,East,East
12,7,0,0,1,1,18,6,Stop,Stop,Stop,South,South
13,7,0,1,0,1,18,5,Stop,Stop,Stop,South,South
13,6,1,1,0,0,17,5,Stop,Stop,Stop,East,East
13,5,1,1,1,0,17,5,Stop,Stop,Stop,East,East
14,5,0,0,1,1,17,5,Stop,Stop,Stop,East,East
15,5,1,0,1,1,18,5,Stop,Stop,Stop,East,East
9,1,0,0,1,1,10,5,East,East,East,East,East
10,1,0,0,1,1,11,5,North,North,North,North,North
11,1,1,0,1,1,11,5,North,North,North,North,North
11,2,1,1,0,0,11,5,West,West,West,West,West
11,3,0,1,0,1,11,5,West,West,West,West,West
10,3,0,0,1,1,10,5,North,North,North,North,North
9,3,1,0,1,1,9,5,North,North,North,North,North
9,4,1,1,0,0,11,5,West,Stop,East,East,East
